function	1103_V2_D1_pb	1103_V6_D29_pb	2103_V2_D1_pb	2103_V6_D29_pb	2202_V2_D1_pb	2202_V5_D22_pb	3204_V2_D1_pb	3204_V6_D29_pb	3216_V2_D1_pb	3216_V6_D29_pb	3218_V2_D1_pb
EC:1.4.1.16	325	370	381	562	118	327	169	232	170	205	359
EC:1.4.3.16	1108	648	714	551	335	543	745	706	242	411	591
EC:1.8.4.16	54	176	148	102	2	300	11	67	14	14	190
EC:1.13.11.16	2	0	0	0	0	0	2	0	0	0	0
EC:1.13.12.16	1047	512	701	629	245	348	652	503	314	158	367
EC:2.3.1.16	80	31	8	9	9	13	7	8	27	76	7
EC:2.3.2.16	1	1	1	0	0	1	0	0	1	0	3
EC:2.4.99.16	128	9	202	215	222	99	151	92	112	315	176
EC:2.5.1.16	1173	545	1086	745	473	567	562	523	427	246	524
EC:2.6.1.16	1669	1044	1370	1196	761	749	1121	1143	583	1089	994
EC:2.7.1.16	146	136	111	103	84	215	335	459	72	78	138
EC:2.7.2.16	0	0	0	0	0	0	0	0	16	67	0
EC:2.7.4.16	69	156	232	154	5	169	9	63	29	105	192
EC:2.8.1.16	0	0	12	4	0	3	0	0	13	85	5
EC:2.8.3.16	27	13	0	0	2	0	8	0	0	0	1
EC:3.1.3.16	2573	1328	2575	2092	1162	805	1531	1202	967	1230	1430
EC:3.5.1.16	70	191	117	98	10	191	27	24	10	15	189
EC:3.5.4.16	704	497	836	799	335	462	282	331	347	630	688
EC:4.1.3.16	0	0	0	1	0	0	0	0	0	0	0
EC:4.4.1.16	2	0	0	1	0	1	0	0	0	0	0
EC:4.6.1.16	0	7	0	0	2	1	0	0	11	79	0
EC:5.3.1.16	883	506	859	760	324	489	737	675	428	614	653
EC:6.1.1.16	1500	981	1699	1274	791	1048	1072	1038	752	1096	1218
EC:6.2.1.16	1	0	0	0	0	0	0	0	0	0	0
EC:6.3.4.16	3	1	2	3	0	2	1	1	2	2	4
EC:7.2.2.16	23	12	0	0	4	0	10	0	0	0	0
EC:7.6.2.16	3	2	0	0	2	0	3	2	0	0	0
EC:1.1.1.17	405	151	11	21	4	23	20	41	10	8	35
EC:1.7.1.17	11	5	8	0	13	15	3	13	7	3	41
EC:1.10.3.17	21	13	0	0	3	2	6	3	0	0	0
EC:1.14.11.17	8	1	0	0	1	0	1	0	0	0	0
EC:1.14.12.17	22	15	0	1	4	2	8	3	2	0	1
EC:2.3.2.17	3	0	2	0	0	0	1	6	1	1	2
EC:2.4.1.17	0	1	0	0	0	0	0	0	0	0	0
EC:2.4.2.17	947	529	894	848	311	529	603	521	336	560	572
EC:2.4.99.17	1258	841	1388	1046	468	873	917	926	411	396	1003
EC:2.5.1.17	1727	717	1020	802	461	548	600	605	271	317	623
EC:2.6.1.17	0	0	1	0	0	0	0	0	0	0	0
EC:2.7.1.17	2000	1028	1176	1269	765	800	1022	930	613	838	748
EC:2.7.8.17	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.11.17	0	1	0	0	0	1	0	0	0	0	0
EC:3.1.1.17	4	3	2	1	0	0	2	6	0	1	14
EC:3.2.1.17	113	103	223	157	9	229	38	13	54	70	203
EC:3.5.2.17	28	10	0	0	2	1	9	2	0	0	0
EC:3.5.3.17	0	0	0	0	0	0	1	0	2	0	0
EC:3.6.1.17	2	0	0	0	0	0	0	0	1	1	0
EC:3.7.1.17	1	16	13	1	0	0	0	0	1	2	3
EC:4.1.1.17	397	92	269	289	8	7	18	14	9	0	1
EC:4.1.2.17	501	323	207	330	96	108	184	284	167	203	188
EC:4.1.3.17	5	3	3	3	1	4	3	7	1	0	1
EC:4.1.99.17	1577	809	1364	1048	841	924	892	876	571	845	935
EC:4.2.1.17	853	408	888	390	287	559	821	845	326	169	443
EC:4.3.1.17	1285	805	1009	1148	504	633	310	455	511	721	794
EC:4.6.1.17	938	450	911	637	276	473	624	433	463	417	421
EC:5.1.3.17	0	0	0	0	1	0	0	0	0	0	0
EC:5.3.1.17	286	493	815	416	142	611	209	192	224	45	623
EC:5.3.3.17	1	0	0	0	0	0	0	0	0	0	0
EC:6.1.1.17	911	514	1022	917	470	553	931	847	450	624	755
EC:6.2.1.17	32	12	0	0	2	0	10	2	0	0	0
EC:6.3.2.17	0	0	0	0	1	3	1	1	3	1	0
EC:7.2.2.17	22	8	0	0	0	0	4	2	0	0	1
EC:1.8.1.18	0	0	0	0	0	0	1	0	1	3	0
EC:2.3.1.18	385	91	63	58	283	128	175	97	109	301	94
EC:2.3.2.18	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.1.18	1572	969	1696	1464	796	915	1135	1017	815	940	1297
EC:2.4.2.18	727	416	503	536	251	301	330	304	261	344	395
EC:2.4.99.18	0	0	0	0	0	0	1	0	0	0	0
EC:2.5.1.18	23	7	1	1	0	1	2	2	0	0	0
EC:2.7.7.18	806	419	711	553	410	370	545	471	249	415	508
EC:2.8.3.18	302	59	95	98	0	6	0	1	5	5	7
EC:3.1.3.18	3551	1619	1947	1756	892	979	2025	1685	841	1085	1352
EC:3.2.1.18	32	135	110	90	10	293	16	42	16	11	259
EC:3.4.11.18	2061	1100	1966	1779	959	1030	1828	1657	734	1073	1464
EC:3.5.1.18	983	491	527	513	849	387	349	357	374	782	386
EC:3.5.2.18	0	0	2	2	0	0	0	0	1	0	0
EC:3.5.3.18	10	1	2	1	11	18	23	26	0	7	25
EC:4.1.1.18	106	59	0	0	6	9	19	8	0	1	0
EC:4.2.99.18	1258	634	1110	943	604	571	882	879	504	689	801
EC:4.3.1.18	29	12	28	9	1	2	13	11	14	4	26
EC:5.3.3.18	291	57	5	2	0	1	6	1	1	6	0
EC:5.4.99.18	1350	825	1424	1317	797	988	1434	1255	666	1048	1126
EC:6.1.1.18	1459	807	1341	906	436	780	1358	1048	526	340	740
EC:6.3.4.18	171	52	259	256	194	104	134	88	145	362	174
EC:7.2.2.18	2	5	12	1	0	0	6	0	2	0	0
EC:1.2.1.19	9	3	0	0	0	0	4	2	0	0	0
EC:1.4.3.19	0	0	0	0	0	1	1	0	0	1	0
EC:1.11.1.19	0	0	1	0	0	0	0	0	0	0	0
EC:1.14.12.19	2	0	0	0	0	0	8	0	0	0	0
EC:2.3.1.19	28	114	55	24	6	87	7	9	8	7	107
EC:2.4.2.19	1137	583	909	781	459	633	859	811	297	626	666
EC:2.5.1.19	1236	688	1049	974	501	653	726	612	487	796	734
EC:2.6.1.19	3	1	0	0	0	0	12	0	0	0	0
EC:2.7.1.19	34	14	0	0	2	2	9	6	0	0	0
EC:2.7.7.19	226	244	480	440	277	298	165	131	164	379	438
EC:2.8.3.19	23	15	19	46	5	36	30	79	36	53	22
EC:3.4.11.19	25	11	45	16	4	40	107	133	26	3	82
EC:3.4.13.19	134	294	227	187	183	251	124	170	127	196	349
EC:3.4.17.19	120	95	118	120	241	84	34	72	82	228	158
EC:3.4.21.19	2	1	13	12	0	0	2	15	2	1	0
EC:3.5.4.19	77	54	56	63	217	63	122	177	126	279	115
EC:4.1.1.19	2482	1392	2088	1767	614	1197	1458	1225	727	655	1355
EC:4.1.2.19	891	633	741	498	310	430	1045	651	343	277	564
EC:4.1.99.19	1949	986	1234	1057	339	765	1485	1092	440	443	826
EC:4.2.1.19	1008	394	816	742	503	319	637	650	368	726	483
EC:4.3.1.19	1662	835	1577	1072	587	783	1159	1093	689	736	891
EC:4.4.1.19	0	0	0	0	0	0	0	0	3	19	0
EC:4.6.1.19	0	2	2	0	3	0	0	0	0	0	0
EC:5.4.99.19	837	455	617	451	165	319	465	421	371	252	343
EC:5.5.1.19	1	0	1	0	0	0	0	0	0	0	0
EC:6.1.1.19	1361	801	1583	1108	758	884	1093	1049	575	669	952
EC:6.3.1.19	128	9	168	182	156	63	115	74	80	282	111
EC:6.3.4.19	1204	631	959	791	481	545	787	633	307	256	604
EC:1.5.1.20	1481	881	1292	1119	807	712	1509	1262	550	746	887
EC:1.14.15.20	0	0	0	0	1	0	0	0	0	0	0
EC:2.4.1.20	1064	602	1163	814	208	471	1236	879	396	190	582
EC:2.7.1.20	0	1	0	0	0	0	0	0	0	3	0
EC:2.7.8.20	446	239	435	260	71	172	65	102	83	61	205
EC:3.2.1.20	2036	1616	2390	2002	1137	1877	2091	1542	900	1173	1923
EC:3.2.2.20	92	120	184	144	149	255	180	148	114	109	172
EC:3.7.1.20	3	1	4	1	4	19	1	2	0	5	38
EC:4.1.1.20	1472	811	1447	1018	668	675	1042	999	594	1022	997
EC:4.1.2.20	5	1	0	0	3	1	1	3	0	1	0
EC:4.1.99.20	0	0	0	0	0	0	1	0	0	0	0
EC:4.2.1.20	1783	1224	1616	1438	587	978	1493	1393	618	799	1256
EC:4.2.99.20	14	3	13	3	2	22	14	39	9	3	0
EC:5.1.1.20	383	191	309	123	138	372	42	80	75	61	231
EC:5.1.3.20	82	42	9	3	2	7	12	32	6	2	5
EC:5.4.99.20	17	16	2	0	3	6	5	12	1	0	0
EC:6.1.1.20	2991	1612	2742	2127	1791	1920	2517	2397	1230	1545	1914
EC:6.2.1.20	20	5	0	0	0	0	1	0	0	0	0
EC:6.3.1.20	524	131	271	288	198	142	164	129	108	232	227
EC:6.3.4.20	562	373	406	354	148	324	221	305	228	433	370
EC:1.1.1.21	1	0	0	0	0	0	0	0	0	0	0
EC:1.1.3.21	1	1	2	0	0	1	0	1	0	0	1
EC:1.4.1.21	37	123	109	30	96	314	76	54	33	90	134
EC:1.4.3.21	1	1	0	0	0	0	7	0	0	0	0
EC:1.11.1.21	55	16	0	0	2	3	12	7	5	1	0
EC:2.1.1.21	4	9	4	3	0	4	14	26	28	208	6
EC:2.4.1.21	1782	962	1516	1114	615	1021	1573	1436	673	592	1037
EC:2.4.2.21	1155	578	649	589	218	340	461	358	185	177	444
EC:2.4.99.21	0	0	0	0	0	0	0	0	19	114	0
EC:2.5.1.21	0	0	0	3	0	12	0	29	0	0	2
EC:2.6.1.21	182	34	84	83	1	4	11	29	1	4	3
EC:2.7.1.21	98	173	221	123	54	229	23	75	120	56	286
EC:2.8.3.21	56	27	1	7	22	67	69	50	1	7	14
EC:3.1.2.21	784	535	648	573	185	416	540	529	259	190	550
EC:3.1.3.21	86	21	163	209	156	66	114	79	80	256	105
EC:3.2.1.21	3136	3114	4081	3957	1370	2597	3863	3142	2363	2126	3865
EC:3.2.2.21	158	63	169	200	16	38	37	32	16	83	21
EC:3.4.11.21	1284	490	867	689	239	294	550	494	336	276	425
EC:3.4.13.21	454	395	1066	862	329	832	269	288	557	486	697
EC:3.4.17.21	0	0	0	0	0	0	7	20	0	0	0
EC:4.1.1.21	1	1	0	0	1	1	2	1	1	6	4
EC:4.1.2.21	11	11	0	0	0	1	1	3	0	0	0
EC:4.2.2.21	0	0	2	2	0	1	0	0	0	1	0
EC:4.2.99.21	0	3	11	7	4	0	2	2	20	0	1
EC:4.4.1.21	1023	551	1099	790	637	465	782	745	419	512	737
EC:4.6.1.21	30	11	0	0	3	2	8	6	0	0	0
EC:5.1.1.21	0	0	0	0	0	0	0	0	0	1	0
EC:5.4.99.21	438	215	395	295	68	153	458	426	114	79	263
EC:6.1.1.21	1403	829	1602	1197	670	759	909	946	560	726	969
EC:6.3.4.21	1535	748	1523	1158	671	741	1173	1073	719	913	853
EC:1.1.1.22	854	586	1119	667	100	319	86	212	325	471	830
EC:1.2.1.22	0	0	0	0	0	0	0	0	16	95	0
EC:1.3.1.22	21	83	80	70	3	172	4	17	10	14	134
EC:1.5.3.22	0	0	0	0	0	0	0	0	35	184	0
EC:2.4.2.22	1128	564	1102	1004	504	541	1103	946	458	616	709
EC:2.5.1.22	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.4.22	1297	698	1445	1119	586	837	879	853	659	685	972
EC:2.8.2.22	98	148	159	130	206	181	95	64	121	278	206
EC:3.2.1.22	2431	1714	3041	2623	891	1541	1181	1008	1274	1270	1867
EC:3.4.13.22	71	123	79	22	5	134	17	35	10	3	154
EC:3.4.17.22	0	1	0	0	0	0	0	0	0	0	0
EC:3.6.1.22	1048	593	921	774	420	470	786	555	375	506	708
EC:3.7.1.22	497	189	111	149	86	39	12	24	53	45	47
EC:4.1.1.22	5	1	1	1	9	41	12	20	0	1	21
EC:4.1.99.22	1062	454	623	501	359	310	655	481	309	424	355
EC:4.2.1.22	94	14	160	134	150	62	91	68	63	223	101
EC:5.1.3.22	36	46	63	58	9	34	46	60	58	12	70
EC:5.3.1.22	22	22	10	4	2	2	4	3	2	1	17
EC:5.4.99.22	413	267	584	441	211	370	187	230	244	343	530
EC:6.1.1.22	1347	881	1681	1103	678	1011	1069	1185	633	503	1068
EC:6.2.1.22	94	34	85	87	13	198	41	64	17	23	42
EC:6.3.4.22	0	0	0	0	0	0	0	0	13	83	0
EC:1.1.1.23	1315	664	1350	1074	618	749	928	875	565	828	842
EC:1.3.99.23	30	160	68	19	3	89	6	7	7	8	100
EC:2.3.2.23	1	1	0	0	1	0	1	0	0	1	2
EC:2.7.1.23	994	585	982	832	468	487	630	602	378	684	698
EC:2.7.4.23	0	2	0	0	2	0	7	1	0	0	0
EC:2.7.7.23	75	13	64	63	9	3	11	4	30	65	28
EC:2.8.3.23	0	1	0	0	0	0	0	1	0	2	0
EC:3.1.1.23	0	1	0	0	1	0	0	0	0	1	0
EC:3.1.3.23	657	312	440	562	234	245	165	133	291	463	360
EC:3.2.1.23	6062	5271	7679	5532	2153	5367	5070	4395	2991	2849	6240
EC:3.4.11.23	35	20	4	0	5	0	12	2	0	0	0
EC:3.4.13.23	93	9	166	169	187	75	109	76	74	252	126
EC:3.5.1.23	0	1	0	1	0	0	0	0	0	3	1
EC:3.5.3.23	5	5	0	0	2	1	2	2	0	0	0
EC:3.6.1.23	1124	651	1098	1033	640	692	801	712	456	784	914
EC:4.1.1.23	1630	844	1645	1282	810	976	1121	1084	605	909	1195
EC:4.2.2.23	46	257	102	29	2	238	10	8	17	7	164
EC:5.1.1.23	4	56	7	60	8	9	31	23	74	9	62
EC:5.1.3.23	0	0	10	7	0	0	10	14	0	1	5
EC:5.3.1.23	32	62	97	149	20	33	46	28	80	106	99
EC:5.4.99.23	2543	1706	2569	2302	920	1375	1126	1015	869	994	1660
EC:6.1.1.23	815	414	534	502	371	341	650	547	208	267	235
EC:6.3.4.23	0	0	0	0	0	0	0	0	12	101	0
EC:1.4.1.24	0	0	0	0	0	0	0	0	13	80	0
EC:1.5.1.24	0	0	0	0	0	0	1	1	0	0	0
EC:1.11.1.24	914	764	2074	1435	601	1024	835	663	852	672	906
EC:1.13.11.24	47	131	71	39	17	180	19	55	22	11	184
EC:1.14.14.24	0	1	0	0	0	0	0	0	0	0	0
EC:2.7.1.24	1006	466	763	623	374	440	557	493	370	421	533
EC:2.7.7.24	1235	917	1940	1448	875	1308	1570	1584	661	608	1297
EC:2.7.8.24	0	0	1	0	0	0	1	1	2	0	0
EC:2.7.11.24	1	0	0	0	0	0	0	0	0	0	0
EC:2.8.3.24	0	1	0	0	0	0	0	0	0	0	0
EC:3.1.1.24	0	0	7	3	0	1	0	5	0	0	0
EC:3.2.1.24	161	419	392	511	352	373	263	229	264	183	508
EC:3.2.2.24	360	79	143	118	1	62	0	9	11	5	5
EC:3.5.1.24	19	120	55	20	9	137	4	10	15	13	85
EC:4.2.1.24	412	208	268	296	95	69	123	199	92	181	188
EC:4.6.1.24	5	9	6	10	1	0	2	8	0	3	2
EC:5.1.1.24	37	20	0	2	0	0	10	9	0	1	0
EC:5.1.3.24	301	96	26	8	4	69	11	13	2	3	42
EC:5.3.1.24	190	191	529	360	44	148	169	198	94	171	305
EC:5.4.99.24	646	344	723	433	130	266	491	364	262	172	286
EC:5.5.1.24	1	2	3	0	7	1	0	0	3	1	0
EC:6.1.1.24	379	156	143	132	24	34	56	78	97	54	100
EC:6.3.4.24	0	0	0	0	0	0	0	0	9	106	0
EC:1.1.1.25	1095	692	1104	985	681	639	1035	1068	539	640	743
EC:1.13.11.25	1	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.25	1474	980	1500	1512	1004	948	961	904	809	1356	1290
EC:2.5.1.25	2	1	0	0	0	0	2	0	0	0	0
EC:2.7.1.25	20	125	99	57	2	129	8	11	4	5	174
EC:2.7.4.25	1344	698	1062	850	370	589	1013	1044	390	363	636
EC:2.8.3.25	3	0	0	0	0	4	53	22	2	4	1
EC:3.1.1.25	0	0	0	0	0	0	1	0	0	0	0
EC:3.1.3.25	466	298	283	261	202	247	135	133	209	358	356
EC:3.2.1.25	133	345	206	233	67	417	33	31	118	47	306
EC:3.5.1.25	1581	831	1119	959	858	881	718	574	497	552	867
EC:3.5.4.25	12	8	5	0	1	2	9	4	0	1	1
EC:3.6.1.25	325	90	8	0	0	0	19	13	1	0	1
EC:4.1.2.25	0	0	0	0	0	0	0	0	11	88	0
EC:4.2.1.25	0	0	0	0	0	0	0	0	1	0	0
EC:4.4.1.25	0	0	0	0	0	0	0	1	0	0	0
EC:5.1.3.25	0	0	12	5	0	1	0	0	0	1	1
EC:5.3.1.25	29	120	74	26	2	81	9	4	3	2	79
EC:5.4.99.25	1192	651	1077	908	585	593	636	657	438	710	804
EC:1.1.1.26	16	15	32	11	7	13	26	38	10	11	32
EC:1.11.1.26	446	250	382	317	189	249	129	154	76	95	327
EC:2.3.1.26	0	0	0	0	0	0	0	0	1	0	0
EC:2.3.2.26	1	5	0	1	0	0	0	0	0	0	1
EC:2.5.1.26	0	0	0	0	0	0	0	0	1	8	0
EC:2.7.4.26	0	0	0	0	0	0	0	0	10	100	0
EC:2.7.8.26	998	482	587	488	190	304	659	615	181	201	349
EC:3.2.1.26	2251	1077	1697	1285	736	880	1519	1022	823	954	913
EC:3.2.2.26	6	12	1	2	0	8	0	0	0	1	26
EC:3.4.21.26	10	64	43	26	0	62	2	5	9	9	75
EC:3.5.3.26	23	16	1	3	2	3	8	3	0	1	0
EC:3.5.4.26	0	0	0	0	0	0	1	1	0	1	0
EC:3.6.1.26	21	21	0	0	3	1	8	3	0	0	0
EC:4.2.2.26	26	74	25	15	1	23	3	20	6	1	7
EC:5.1.3.26	17	102	18	11	2	82	4	4	12	7	18
EC:5.3.1.26	59	30	99	83	218	34	5	4	45	195	53
EC:5.4.99.26	25	9	1	0	3	1	14	6	0	1	0
EC:6.2.1.26	29	102	77	24	5	74	7	25	11	14	93
EC:1.1.1.27	1692	578	1117	954	898	486	958	756	614	939	627
EC:1.11.1.27	1	0	7	0	0	0	0	0	1	0	0
EC:1.13.11.27	0	0	0	0	23	3	0	0	3	3	0
EC:2.3.2.27	0	2	0	0	0	0	0	0	0	1	1
EC:2.7.7.27	2945	1490	2547	1953	1283	1299	2416	2099	1119	1131	1395
EC:3.1.3.27	52	54	18	13	4	42	8	3	5	2	56
EC:3.2.2.27	1349	739	1274	1011	752	645	845	937	541	871	943
EC:3.4.22.27	1	4	0	0	0	0	0	0	0	0	0
EC:3.5.4.27	0	0	0	0	0	0	0	0	10	78	0
EC:3.6.1.27	1886	1044	1465	1232	575	825	1097	922	546	642	1074
EC:4.1.3.27	1527	880	1191	1142	488	651	923	709	504	662	787
EC:5.3.1.27	119	115	40	44	1	9	13	33	32	102	19
EC:5.4.99.27	25	16	6	0	4	1	5	3	16	108	0
EC:1.1.1.28	126	227	227	220	59	211	35	77	61	40	260
EC:1.1.99.28	12	20	1	7	0	10	0	0	2	3	39
EC:1.3.1.28	19	7	0	0	1	1	9	1	0	0	0
EC:1.5.1.28	85	25	91	114	0	1	9	10	2	3	0
EC:1.11.1.28	24	19	2	0	3	0	10	4	2	2	0
EC:1.14.14.28	1	0	1	0	0	0	0	0	0	0	0
EC:2.3.1.28	389	309	150	99	41	307	158	260	84	163	272
EC:2.4.2.28	211	50	68	96	1	1	17	22	27	104	1
EC:2.7.8.28	0	0	0	0	0	0	0	0	16	89	0
EC:3.1.2.28	36	88	57	11	8	79	13	27	1	2	71
EC:3.2.1.28	71	127	65	32	7	57	18	13	2	5	60
EC:3.2.2.28	31	11	2	8	3	15	6	32	11	5	6
EC:3.5.1.28	3859	2571	2279	1938	667	1699	2572	2054	1099	932	2205
EC:4.1.2.28	17	70	39	3	5	58	23	16	16	47	84
EC:4.2.1.28	154	89	36	34	93	116	376	546	70	89	157
EC:5.3.1.28	100	61	103	98	4	62	40	60	77	52	22
EC:1.1.1.29	767	616	804	537	257	595	646	501	304	216	631
EC:2.3.1.29	71	207	324	275	8	214	18	47	23	35	338
EC:2.3.2.29	5	16	32	41	3	70	0	1	0	5	0
EC:2.4.2.29	1567	772	1531	1232	684	787	874	877	549	787	989
EC:2.7.4.29	10	13	1	0	2	0	2	2	0	0	0
EC:3.1.1.29	1329	785	1470	1084	539	822	831	703	550	743	959
EC:3.1.2.29	642	314	634	473	124	229	625	504	219	182	342
EC:3.5.4.29	0	0	0	0	0	0	0	0	15	81	0
EC:4.1.2.29	0	0	0	0	0	0	0	0	0	1	0
EC:5.1.3.29	557	267	265	368	248	205	664	555	221	213	161
EC:5.3.1.29	2	0	1	0	0	2	1	10	0	0	4
EC:1.1.1.30	1	1	0	0	1	0	0	0	1	1	1
EC:2.3.1.30	1184	723	876	632	400	599	1050	951	408	437	757
EC:2.4.2.30	0	2	5	0	0	0	0	0	9	0	1
EC:2.5.1.30	1062	514	568	506	209	381	578	566	331	276	340
EC:2.7.1.30	1112	785	868	761	555	475	851	852	523	732	745
EC:2.7.7.30	4	3	2	3	3	2	0	0	2	2	1
EC:3.5.1.30	0	0	3	5	0	0	2	5	14	8	18
EC:3.5.4.30	76	5	100	135	0	0	0	3	27	80	0
EC:4.1.3.30	27	10	5	2	3	0	11	0	0	0	0
EC:4.2.1.30	0	0	0	0	0	0	0	3	0	0	2
EC:5.1.3.30	1	0	0	0	0	0	4	14	0	0	0
EC:5.3.1.30	394	141	88	103	58	23	19	41	41	35	24
EC:6.2.1.30	607	658	581	578	179	591	387	574	202	331	924
EC:1.1.1.31	598	151	167	179	224	74	495	340	119	304	96
EC:1.3.1.31	176	118	29	27	36	67	48	78	52	79	86
EC:2.3.1.31	54	107	177	157	2	73	7	4	50	95	174
EC:2.3.2.31	0	1	0	0	0	0	0	0	0	0	0
EC:2.5.1.31	1144	655	968	891	432	631	670	568	380	588	623
EC:2.7.4.31	0	0	0	0	0	0	0	0	3	24	0
EC:2.7.8.31	25	113	34	9	4	115	7	6	7	4	84
EC:3.1.1.31	472	428	390	401	120	325	142	160	183	271	443
EC:3.2.1.31	88	190	108	157	17	187	159	117	94	12	210
EC:3.2.2.31	483	343	577	613	278	391	223	142	295	504	425
EC:3.6.1.31	129	35	218	201	291	76	98	62	160	507	189
EC:4.1.1.31	296	76	405	386	526	164	217	157	210	636	272
EC:5.3.1.31	17	15	46	78	41	14	12	2	9	11	36
EC:6.2.1.31	0	0	0	0	0	0	0	0	0	1	0
EC:1.3.1.32	0	0	0	0	1	1	0	2	0	0	0
EC:2.5.1.32	2	5	0	1	4	22	4	31	0	0	28
EC:2.7.11.32	0	0	0	0	1	0	0	0	0	0	1
EC:3.1.2.32	0	0	1	4	0	0	0	0	1	3	0
EC:3.5.1.32	38	15	0	1	9	3	0	5	0	1	0
EC:4.1.1.32	0	3	5	20	1	9	4	35	14	10	34
EC:4.1.3.32	0	0	0	0	0	0	0	0	1	0	0
EC:4.2.1.32	587	433	947	710	253	194	1048	823	443	340	356
EC:4.3.1.32	0	0	0	0	0	0	0	0	17	115	0
EC:5.1.3.32	72	230	118	38	7	183	16	19	13	7	193
EC:5.3.1.32	6	0	0	0	0	0	8	0	0	0	0
EC:6.3.2.32	0	0	0	0	0	0	0	0	0	0	1
EC:1.3.99.33	171	151	161	93	112	225	181	223	196	45	312
EC:1.14.11.33	6	1	0	0	0	0	2	2	0	0	0
EC:2.1.1.33	1054	604	1043	875	409	565	894	764	513	547	737
EC:2.7.1.33	1413	728	1165	944	627	698	1036	1044	565	772	933
EC:2.7.7.33	15	13	35	42	6	46	37	43	133	23	93
EC:2.7.11.33	15	7	0	0	0	0	0	1	0	0	0
EC:3.5.4.33	1129	602	925	667	353	529	780	670	370	541	644
EC:4.1.1.33	4	2	17	10	0	0	1	7	29	0	1
EC:4.2.1.33	53	94	53	19	7	73	8	4	8	6	79
EC:5.3.1.33	0	0	2	0	1	0	1	6	0	0	0
EC:1.1.1.34	0	0	0	0	0	0	0	0	21	94	0
EC:1.3.1.34	70	32	6	15	21	52	40	79	15	5	41
EC:2.1.1.34	5	7	34	11	1	14	1	1	2	1	16
EC:3.4.22.34	0	0	0	0	0	1	0	0	0	0	0
EC:4.1.3.34	50	37	86	55	2	46	40	83	34	13	65
EC:5.3.1.34	3	7	5	11	9	7	50	86	0	3	7
EC:1.1.1.35	2	8	17	5	1	2	1	1	21	100	4
EC:2.1.1.35	45	16	4	0	6	3	13	2	1	0	0
EC:2.7.1.35	1545	653	1041	799	523	473	844	697	320	533	627
EC:3.2.1.35	21	129	129	92	7	195	6	49	9	6	160
EC:4.1.1.35	111	253	119	80	19	203	16	51	105	117	268
EC:5.3.1.35	22	11	0	0	1	3	16	14	1	0	1
EC:6.3.2.35	3	0	3	6	1	5	3	6	6	5	8
EC:1.1.1.36	1	0	0	0	0	0	0	0	0	0	0
EC:1.5.1.36	1	0	0	0	0	0	7	0	0	0	0
EC:2.6.1.36	1	0	0	0	0	0	0	0	0	0	0
EC:2.7.1.36	5	2	19	8	0	0	2	9	47	108	1
EC:2.7.8.36	5	9	28	47	12	24	2	28	1	5	1
EC:3.1.3.36	1	0	0	1	1	0	0	0	0	2	0
EC:3.4.23.36	906	562	915	896	456	495	568	442	397	507	633
EC:4.1.1.36	0	4	12	3	1	17	1	37	6	0	9
EC:4.1.3.36	41	147	212	182	15	173	21	61	47	32	303
EC:4.2.1.36	0	0	0	0	0	0	0	1	0	0	0
EC:6.3.2.36	0	0	0	0	0	0	0	0	12	72	0
EC:1.1.1.37	356	365	520	440	14	434	36	68	28	33	589
EC:2.1.1.37	2036	1041	1595	1213	881	1593	1532	1447	1239	2087	1305
EC:2.6.1.37	204	148	106	78	13	75	25	34	11	6	142
EC:2.7.8.37	46	40	3	4	19	34	53	61	0	2	3
EC:3.2.1.37	1569	1143	2908	1662	595	1445	629	483	830	460	1149
EC:3.5.4.37	0	1	0	0	0	0	0	0	0	0	0
EC:4.1.1.37	104	163	286	242	8	173	55	104	34	19	189
EC:4.4.1.37	705	265	232	238	218	115	41	80	112	134	147
EC:5.1.3.37	0	0	0	0	0	0	0	0	0	0	1
EC:1.1.1.38	992	604	1093	823	291	445	763	834	421	224	578
EC:1.2.1.38	1352	747	1469	1100	713	676	1112	1011	579	791	811
EC:1.3.99.38	1	0	1	0	0	0	2	0	0	0	0
EC:1.5.1.38	209	135	318	271	261	152	137	78	173	516	240
EC:2.7.7.38	256	148	176	161	4	131	18	42	32	20	181
EC:2.7.8.38	0	0	0	0	0	0	0	0	13	97	0
EC:4.1.3.38	90	169	273	272	16	117	45	53	82	137	224
EC:5.1.3.38	0	0	0	0	0	0	0	0	0	1	0
EC:6.3.2.38	0	0	0	0	0	0	0	1	0	1	0
EC:1.2.1.39	0	0	0	0	0	0	6	0	0	0	0
EC:1.5.1.39	60	34	153	118	19	49	16	47	53	19	96
EC:2.3.1.39	1210	715	1087	964	312	528	807	801	472	380	755
EC:2.5.1.39	233	63	1	4	1	16	7	9	3	10	19
EC:2.7.1.39	569	226	475	421	417	232	227	211	331	637	397
EC:2.7.7.39	24	24	230	83	21	33	110	81	49	64	35
EC:2.7.8.39	0	0	0	0	1	0	0	0	16	96	1
EC:3.5.4.39	0	0	0	0	0	0	0	0	15	98	0
EC:4.1.1.39	23	0	101	91	0	1	0	0	4	0	2
EC:4.1.3.39	385	139	385	211	58	109	814	535	55	11	141
EC:6.3.2.39	0	0	0	0	0	0	0	5	0	0	0
