taxlevel	rankID	taxon	daughterlevels	total	1103_V2_D1_CTAB_DNA	1103_V2_D1_PowerFecal_DNA	1103_V2_D1_R1	1103_V2_D1_R2	1103_V6_D29_CTAB_DNA	1103_V6_D29_PowerFecal_DNA	1103_V6_D29_R1	1103_V6_D29_R2	2103_V2_D1_CTAB_DNA	2103_V2_D1_PowerFecal_DNA	2103_V2_D1_R1	2103_V2_D1_R2	2103_V6_D29_CTAB_DNA	2103_V6_D29_PowerFecal_DNA	2103_V6_D29_R1	2103_V6_D29_R2	2202_V2_D1_CTAB_DNA	2202_V2_D1_PowerFecal_DNA	2202_V2_D1_R1	2202_V2_D1_R2	2202_V5_D22_CTAB_DNA	2202_V5_D22_PowerFecal_DNA	2202_V5_D22_R1	2202_V5_D22_R2	3204_V2_D1_CTAB_DNA	3204_V2_D1_PowerFecal_DNA	3204_V2_D1_R1	3204_V2_D1_R2	3204_V6_D29_CTAB_DNA	3204_V6_D29_PowerFecal_DNA	3204_V6_D29_R1	3204_V6_D29_R2	3216_V2_D1_CTAB_DNA	3216_V2_D1_PowerFecal_DNA	3216_V2_D1_R1	3216_V2_D1_R2	3216_V6_D29_CTAB_DNA	3216_V6_D29_PowerFecal_DNA	3216_V6_D29_R1	3216_V6_D29_R2	3218_V2_D1_CTAB_DNA	3218_V2_D1_PowerFecal_DNA	3218_V2_D1_R1	3218_V2_D1_R2	3218_V6_D29_CTAB_DNA	3218_V6_D29_PowerFecal_DNA	3218_V6_D29_R1	3218_V6_D29_R2
5	0.1.11.5.5.1	Oceanospirillaceae	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.6.1	Pasteurellaceae	2	68	0	0	0	0	0	1	4	2	5	1	15	32	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.7.1	Moraxellaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.7.2	Pseudomonadaceae	1	6479	2	2	1	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	3	0	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	2	1	0	2	1	0	1	0	0	0
5	0.1.11.5.8.1	Piscirickettsiaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.9.1	Unknown	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.10.1	Vibrionaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.5.11.1	Xanthomonadaceae	2	288	0	0	0	1	0	0	0	0	2	0	0	24	0	0	0	0	1	0	0	9	0	0	0	4	1	0	4	1	0	0	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
5	0.1.11.6.1.1	Bacteriovoracaceae	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.6.1.2	Halobacteriovoraceae	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.12.1.1.1	Synergistaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	0.1.13.1.1.1	Acholeplasmataceae	2	360	1	0	0	0	0	0	0	0	4	3	6	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	11	3	67	26	98	109	0	0	0	0	4	3	5	7
5	0.1.13.1.2.1	Entomoplasmataceae	2	38	0	0	0	0	0	0	0	0	3	5	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	3	1	0	6
5	0.1.13.1.2.2	Entomoplasmatales unclassified	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.13.1.2.3	Spiroplasmataceae	1	10967	1	2	1	1	0	1	1	0	526	108	400	926	7	19	105	97	1	0	0	2	2	0	0	1	0	0	0	0	0	0	1	1	17	34	159	69	1078	693	1299	1318	2	3	1	3	1001	230	1091	1757
5	0.1.13.1.3.1	Mollicutes unclassified	1	38	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	4	0	0	0	0	2	0	4	15
5	0.1.13.1.4.1	Mycoplasmataceae	1	571	0	0	0	0	1	0	0	0	5	2	3	8	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	16	8	62	42	66	78	0	0	0	0	47	11	85	120
5	0.1.13.2.1.1	Tenericutes unclassified	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5	0.1.13.3.1.1	Unknown	1	134	1	0	0	0	0	0	0	0	26	7	46	51	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.14.1.1.1	Kosmotogaceae	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
5	0.1.15.1.1.1	Unknown	1	249102	7783	8133	1591	3218	14202	8856	7511	6718	5647	3011	1611	4170	4391	2576	694	683	7844	8438	6577	8934	12830	16901	7207	8502	21420	15614	4861	5007	12739	8851	5007	8916	3666	1669	861	747	544	170	254	330	16	51	24	33	36	30	12	28
5	0.1.16.1.1.1	Opitutaceae	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	0.1.16.2.1.1	Akkermansiaceae	1	162035	4	5	10	3	6	4	10	5	4	3	5	5	10	26	16	7	6	5	5	2	35	38	49	23	8	6	13	16	575	111	129	171	4	3	9	9	0	2	7	5	18	64	57	94	7	32	5	18
5	0.1.16.2.1.2	Verrucomicrobiales unclassified	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.2.1.1.1.1	Unknown	1	11415	12	10	19	10	19	9	10	15	126	15	24	7	23	25	31	21	70	18	20	12	11	18	30	20	14	32	14	44	32	31	10	29	18	28	40	16	17	107	15	27	46	15	16	7	23	27	10	118
